REGISTRATION_SCHOOL_CODE,REGISTRATION_SCHOOL_YEAR,REGISTRATION_ASN,REGISTRATION_START_DATE,REGISTRATION_EXIT_DATE
1203,2024,048658521,05-SEP-23,26-JUN-24
2078,2024,015223630,05-SEP-23,26-JUN-24
1102,2024,028184662,05-SEP-23,26-JUN-24
0590,2024,028154913,05-SEP-23,26-JUN-24
1112,2024,047763173,05-SEP-23,26-JUN-24
1101,2024,012790912,05-SEP-23,26-JUN-24
1306,2024,007680227,05-SEP-23,26-JUN-24
2078,2024,016016975,05-SEP-23,26-JUN-24
1111,2024,014117940,05-SEP-23,26-JUN-24
1203,2024,004275963,05-SEP-23,26-JUN-24
2078,2024,020415478,05-SEP-23,26-JUN-24
2078,2024,005917852,05-SEP-23,26-JUN-24
1108,2024,001598698,05-SEP-23,26-JUN-24
1245,2024,044756030,01-SEP-23,26-JUN-24
1245,2024,027645325,01-SEP-23,26-JUN-24
1311,2024,018407024,01-SEP-23,26-JUN-24
1311,2024,047469185,01-SEP-23,26-JUN-24
1245,2024,046517638,01-SEP-23,26-JUN-24
1424,2024,049257711,05-SEP-23,26-JUN-24
1108,2024,016294838,05-SEP-23,26-JUN-24
1424,2024,049644421,05-SEP-23,26-JUN-24
1112,2024,043819268,05-SEP-23,26-JUN-24
1105,2024,028801034,05-SEP-23,26-JUN-24
1305,2024,036690114,05-SEP-23,26-JUN-24
1101,2024,027893768,05-SEP-23,26-JUN-24
1102,2024,039237582,05-SEP-23,26-JUN-24
1105,2024,002005297,05-SEP-23,26-JUN-24
1108,2024,008725716,05-SEP-23,26-JUN-24
1112,2024,021585659,05-SEP-23,26-JUN-24
1112,2024,017875742,05-SEP-23,26-JUN-24
1101,2024,013557179,05-SEP-23,26-JUN-24
1424,2024,015893598,05-SEP-23,26-JUN-24
2239,2024,026778804,05-SEP-23,26-JUN-24
1112,2024,048346457,05-SEP-23,26-JUN-24
0590,2024,004484656,05-SEP-23,26-JUN-24
0590,2024,047984621,05-SEP-23,26-JUN-24
1102,2024,044172204,05-SEP-23,26-JUN-24
1111,2024,020825817,05-SEP-23,26-JUN-24
1306,2024,007510994,05-SEP-23,26-JUN-24
1112,2024,023968309,05-SEP-23,26-JUN-24
2078,2024,046452760,05-SEP-23,26-JUN-24
1102,2024,002823376,05-SEP-23,26-JUN-24
1101,2024,005341608,05-SEP-23,25-SEP-23
1105,2024,045173938,05-SEP-23,26-JUN-24
1103,2024,000779315,05-SEP-23,26-JUN-24
1424,2024,014224167,05-SEP-23,10-JAN-24
1109,2024,018928441,05-SEP-23,26-JUN-24
2078,2024,014765524,05-SEP-23,26-JUN-24
1424,2024,024360324,05-SEP-23,26-JUN-24
1101,2024,001596205,05-SEP-23,26-JUN-24
2078,2024,017261703,05-SEP-23,26-JUN-24
1112,2024,042211541,05-SEP-23,26-JUN-24
1105,2024,035579680,05-SEP-23,26-JUN-24
0590,2024,036854629,05-SEP-23,26-JUN-24
1103,2024,018589243,05-SEP-23,26-JUN-24
0319,2024,021933958,05-SEP-23,26-JUN-24
1115,2024,009148694,05-SEP-23,26-JUN-24
0590,2024,005899225,05-SEP-23,26-JUN-24
1113,2024,013345153,05-SEP-23,26-JUN-24
1424,2024,002765569,05-SEP-23,26-JUN-24
1107,2024,008447923,05-SEP-23,26-JUN-24
1111,2024,049646186,05-SEP-23,11-JAN-24
1102,2024,048643754,05-SEP-23,26-JUN-24
1105,2024,022816111,05-SEP-23,26-JUN-24
1102,2024,035695460,05-SEP-23,26-JUN-24
1111,2024,010084847,05-SEP-23,26-JUN-24
0590,2024,035559765,05-SEP-23,26-JUN-24
1113,2024,001348425,05-SEP-23,26-JUN-24
1112,2024,001837542,05-SEP-23,26-JUN-24
1101,2024,007338164,05-SEP-23,26-JUN-24
1108,2024,006811484,05-SEP-23,26-JUN-24
0590,2024,049362552,05-SEP-23,26-JUN-24
1112,2024,048092234,05-SEP-23,26-JUN-24
1112,2024,032685472,05-SEP-23,14-NOV-23
1107,2024,018650151,05-SEP-23,26-JUN-24
1112,2024,047630752,05-SEP-23,26-JUN-24
1107,2024,051539907,05-SEP-23,26-JUN-24
1304,2024,016554470,05-SEP-23,26-JUN-24
1424,2024,036415694,05-SEP-23,26-JUN-24
2078,2024,031524326,05-SEP-23,26-JUN-24
2078,2024,051777648,05-SEP-23,26-JUN-24
1424,2024,005357968,05-SEP-23,26-JUN-24
1101,2024,049033914,05-SEP-23,26-JUN-24
1101,2024,001539452,05-SEP-23,26-JUN-24
2078,2024,039180824,05-SEP-23,26-JUN-24
1135,2024,034932385,05-SEP-23,26-JUN-24
1113,2024,013075792,05-SEP-23,26-JUN-24
1245,2024,040963119,01-SEP-23,26-JUN-24
2078,2024,033779381,05-SEP-23,26-JUN-24
2078,2024,008106024,05-SEP-23,26-JUN-24
1424,2024,040458482,05-SEP-23,26-JUN-24
1101,2024,002401876,05-SEP-23,26-JUN-24
1306,2024,043327544,05-SEP-23,26-JUN-24
1115,2024,047001848,05-SEP-23,26-JUN-24
1113,2024,018638412,05-SEP-23,26-JUN-24
0590,2024,009489270,05-SEP-23,26-JUN-24
1112,2024,023377360,05-SEP-23,26-JUN-24
1101,2024,048859061,05-SEP-23,26-JUN-24
2239,2024,052055838,05-SEP-23,26-JUN-24
2078,2024,035253039,05-SEP-23,26-JUN-24
1111,2024,009845109,05-SEP-23,26-JUN-24
1306,2024,006179379,05-SEP-23,26-JUN-24
1111,2024,020285103,05-SEP-23,26-JUN-24
0590,2024,032174410,05-SEP-23,26-JUN-24
1108,2024,031101257,05-SEP-23,26-JUN-24
1112,2024,026994914,05-SEP-23,26-JUN-24
1105,2024,015009526,05-SEP-23,26-JUN-24
1111,2024,000703158,05-SEP-23,26-JUN-24
1101,2024,045821544,05-SEP-23,26-JUN-24
1115,2024,050707372,05-SEP-23,26-JUN-24
1108,2024,020823945,05-SEP-23,26-JUN-24
1424,2024,004627841,05-SEP-23,26-JUN-24
1103,2024,044760545,05-SEP-23,26-JUN-24
1112,2024,044765239,05-SEP-23,26-JUN-24
1105,2024,011629475,05-SEP-23,26-JUN-24
2078,2024,021593042,05-SEP-23,26-JUN-24
2078,2024,012760345,05-SEP-23,26-JUN-24
1135,2024,028324391,05-SEP-23,26-JUN-24
1113,2024,004856085,05-SEP-23,26-JUN-24
1113,2024,048225198,05-SEP-23,26-JUN-24
1306,2024,034849555,05-SEP-23,26-JUN-24
1113,2024,009776478,05-SEP-23,26-JUN-24
2078,2024,003148799,05-SEP-23,26-JUN-24
1109,2024,001720193,05-SEP-23,26-JUN-24
1303,2024,046117223,05-SEP-23,26-JUN-24
1102,2024,017319923,05-SEP-23,26-JUN-24
1101,2024,014381785,05-SEP-23,26-JUN-24
1306,2024,006097548,05-SEP-23,26-JUN-24
1105,2024,004281557,05-SEP-23,26-JUN-24
1203,2024,050185710,05-SEP-23,26-JUN-24
1115,2024,003221174,05-SEP-23,26-JUN-24
0590,2024,020625142,05-SEP-23,26-JUN-24
0590,2024,011683860,05-SEP-23,26-JUN-24
2078,2024,017952152,05-SEP-23,26-JUN-24
2078,2024,036297126,05-SEP-23,26-JUN-24
2078,2024,035546176,05-SEP-23,26-JUN-24
1101,2024,017978538,05-SEP-23,26-JUN-24
1306,2024,031462402,05-SEP-23,26-JUN-24
1304,2024,002691336,05-SEP-23,26-JUN-24
1113,2024,007779128,05-SEP-23,26-JUN-24
1305,2024,050471987,05-SEP-23,26-JUN-24
1203,2024,017674897,05-SEP-23,26-JUN-24
1112,2024,051937192,05-SEP-23,26-JUN-24
1112,2024,036183664,05-SEP-23,26-JUN-24
1102,2024,039670006,05-SEP-23,26-JUN-24
1108,2024,027199315,05-SEP-23,26-JUN-24
1424,2024,012190808,05-SEP-23,26-JUN-24
1102,2024,047705745,05-SEP-23,26-JUN-24
1101,2024,022022090,05-SEP-23,26-JUN-24
2078,2024,045003333,05-SEP-23,26-JUN-24
1108,2024,049252076,05-SEP-23,26-JUN-24
1105,2024,037599991,05-SEP-23,26-JUN-24
1105,2024,009802134,05-SEP-23,26-JUN-24
1112,2024,031343339,05-SEP-23,26-JUN-24
1105,2024,004142296,05-SEP-23,26-JUN-24
1115,2024,046260247,05-SEP-23,26-JUN-24
1103,2024,022648027,05-SEP-23,26-JUN-24
2078,2024,025920589,05-SEP-23,26-JUN-24
2078,2024,051753029,05-SEP-23,26-JUN-24
1109,2024,003633154,05-SEP-23,26-JUN-24
1111,2024,040261886,05-SEP-23,26-JUN-24
1108,2024,034841057,05-SEP-23,26-JUN-24
1304,2024,024641434,05-SEP-23,26-JUN-24
1108,2024,026884735,05-SEP-23,26-JUN-24
1203,2024,005107694,05-SEP-23,26-JUN-24
1108,2024,047070975,05-SEP-23,26-JUN-24
1105,2024,048031448,05-SEP-23,26-JUN-24
1101,2024,013677423,05-SEP-23,26-JUN-24
1112,2024,002221761,05-SEP-23,26-JUN-24
1305,2024,013051090,05-SEP-23,26-JUN-24
1108,2024,041705204,05-SEP-23,26-JUN-24
0590,2024,014101605,05-SEP-23,23-OCT-23
1115,2024,002699644,05-SEP-23,26-JUN-24
0590,2024,000247941,05-SEP-23,26-JUN-24
2078,2024,017235228,05-SEP-23,26-JUN-24
1108,2024,043362749,05-SEP-23,26-JUN-24
1135,2024,046202421,05-SEP-23,26-JUN-24
1101,2024,046172368,05-SEP-23,26-JUN-24
1111,2024,016366594,05-SEP-23,26-JUN-24
1112,2024,019152744,05-SEP-23,26-JUN-24
1104,2024,031779029,05-SEP-23,26-JUN-24
2239,2024,009589269,05-SEP-23,19-JAN-24
1101,2024,047323150,05-SEP-23,26-JUN-24
1115,2024,025458499,05-SEP-23,26-JUN-24
1115,2024,031817464,05-SEP-23,26-JUN-24
1108,2024,009005324,05-SEP-23,26-JUN-24
1112,2024,028700756,05-SEP-23,26-JUN-24
1103,2024,018373762,05-SEP-23,26-JUN-24
1105,2024,045389799,05-SEP-23,26-JUN-24
1135,2024,031755581,05-SEP-23,26-JUN-24
1108,2024,019608232,05-SEP-23,26-JUN-24
1102,2024,038029220,05-SEP-23,26-JUN-24
1105,2024,008936354,05-SEP-23,26-JUN-24
2078,2024,004494705,05-SEP-23,26-JUN-24
1101,2024,000895624,05-SEP-23,26-JUN-24
2078,2024,033744914,05-SEP-23,26-JUN-24
0590,2024,028252337,05-SEP-23,26-JUN-24
1306,2024,049737886,05-SEP-23,26-JUN-24
1115,2024,021944005,05-SEP-23,26-JUN-24
1111,2024,030222641,05-SEP-23,26-JUN-24
1101,2024,009711566,05-SEP-23,26-JUN-24
1306,2024,012364775,05-SEP-23,26-JUN-24
1102,2024,018792128,05-SEP-23,26-JUN-24
1112,2024,048036892,05-SEP-23,26-JUN-24
0590,2024,014888458,05-SEP-23,26-JUN-24
2078,2024,037337152,05-SEP-23,26-JUN-24
1306,2024,049511695,05-SEP-23,26-JUN-24
1109,2024,020990827,05-SEP-23,26-JUN-24
1113,2024,034706730,05-SEP-23,26-JUN-24
1105,2024,047009494,05-SEP-23,26-JUN-24
1108,2024,045322543,05-SEP-23,26-JUN-24
0590,2024,009157737,05-SEP-23,30-JAN-24
1424,2024,036365287,05-SEP-23,26-JUN-24
1102,2024,006393749,05-SEP-23,26-JUN-24
2078,2024,038904117,05-SEP-23,26-JUN-24
1111,2024,040428535,05-SEP-23,26-JUN-24
1424,2024,006314307,05-SEP-23,26-JUN-24
1424,2024,015597520,05-SEP-23,26-JUN-24
1424,2024,031925028,05-SEP-23,26-JUN-24
1108,2024,022301049,05-SEP-23,26-JUN-24
1108,2024,039509568,05-SEP-23,26-JUN-24
0590,2024,006252655,05-SEP-23,26-JUN-24
1111,2024,033871816,05-SEP-23,26-JUN-24
1115,2024,031632822,05-SEP-23,26-JUN-24
2078,2024,016790686,05-SEP-23,26-JUN-24
0319,2024,048794045,05-SEP-23,26-JUN-24
1102,2024,031809370,05-SEP-23,26-JUN-24
0590,2024,049002109,05-SEP-23,26-JUN-24
1101,2024,006524616,05-SEP-23,26-JUN-24
1115,2024,003683910,05-SEP-23,26-JUN-24
1203,2024,040040256,05-SEP-23,26-JUN-24
1101,2024,034949637,05-SEP-23,26-JUN-24
1424,2024,046047271,05-SEP-23,26-JUN-24
0590,2024,019297911,05-SEP-23,26-JUN-24
0590,2024,015205710,05-SEP-23,26-JUN-24
1105,2024,015108112,05-SEP-23,26-JUN-24
1105,2024,013344420,05-SEP-23,26-JUN-24
2078,2024,021859849,05-SEP-23,26-JUN-24
1108,2024,020639523,05-SEP-23,26-JUN-24
0590,2024,033192718,05-SEP-23,26-JUN-24
1306,2024,043123968,05-SEP-23,26-JUN-24
2078,2024,022651336,05-SEP-23,26-JUN-24
1108,2024,044807072,05-SEP-23,26-JUN-24
0590,2024,010928241,05-SEP-23,26-JUN-24
2239,2024,002136076,05-SEP-23,26-JUN-24
1203,2024,052171965,05-SEP-23,26-JUN-24
0590,2024,014528005,05-SEP-23,26-JUN-24
1306,2024,004249059,05-SEP-23,26-JUN-24
1108,2024,048832977,05-SEP-23,26-JUN-24
1102,2024,047073029,05-SEP-23,26-JUN-24
1102,2024,015661482,05-SEP-23,26-JUN-24
0590,2024,034686817,05-SEP-23,26-JUN-24
1203,2024,044753243,05-SEP-23,26-JUN-24
1104,2024,015323596,05-SEP-23,26-JUN-24
1115,2024,013788634,05-SEP-23,26-JUN-24
1113,2024,051957109,05-SEP-23,26-JUN-24
1108,2024,048975065,05-SEP-23,26-JUN-24
1135,2024,001185363,05-SEP-23,26-JUN-24
0590,2024,028483734,05-SEP-23,26-JUN-24
1101,2024,021237020,05-SEP-23,29-JAN-24
1109,2024,017841645,05-SEP-23,26-JUN-24
1116,2024,003237907,01-SEP-23,26-JUN-24
0590,2024,035373761,05-SEP-23,26-JUN-24
1102,2024,028597004,05-SEP-23,26-JUN-24
1102,2024,047372470,05-SEP-23,26-JUN-24
1115,2024,020411881,05-SEP-23,26-JUN-24
1115,2024,000699786,05-SEP-23,26-JUN-24
1115,2024,049054274,05-SEP-23,26-JUN-24
1306,2024,017838344,05-SEP-23,26-JUN-24
1305,2024,013377263,05-SEP-23,26-JUN-24
0590,2024,029014488,05-SEP-23,26-JUN-24
1303,2024,018943820,05-SEP-23,26-JUN-24
1303,2024,030850482,05-SEP-23,26-JUN-24
1108,2024,024369705,05-SEP-23,26-JUN-24
1306,2024,016822679,05-SEP-23,26-JUN-24
2078,2024,013733853,05-SEP-23,26-JUN-24
0590,2024,052258812,05-SEP-23,26-JUN-24
1115,2024,019053033,05-SEP-23,26-JUN-24
1107,2024,024119522,05-SEP-23,26-JUN-24
1105,2024,051646827,05-SEP-23,26-JUN-24
1108,2024,042790304,05-SEP-23,26-JUN-24
1108,2024,039840500,05-SEP-23,14-FEB-24
1203,2024,011582716,05-SEP-23,26-JUN-24
1101,2024,030411442,05-SEP-23,26-JUN-24
1101,2024,046294170,05-SEP-23,26-JUN-24
2078,2024,003928356,05-SEP-23,26-JUN-24
1113,2024,033414914,05-SEP-23,26-JUN-24
0590,2024,021280830,05-SEP-23,26-JUN-24
1302,2024,028523737,05-SEP-23,26-JUN-24
2078,2024,052259653,05-SEP-23,26-JUN-24
1306,2024,017379828,05-SEP-23,26-JUN-24
0590,2024,016112303,05-SEP-23,26-JUN-24
1102,2024,014598800,05-SEP-23,26-JUN-24
1203,2024,037691871,05-SEP-23,26-JUN-24
2078,2024,021067633,05-SEP-23,26-JUN-24
1305,2024,020524634,05-SEP-23,26-JUN-24
1115,2024,048802012,05-SEP-23,26-JUN-24
1105,2024,038357456,05-SEP-23,26-JUN-24
1302,2024,051330323,05-SEP-23,26-JUN-24
2078,2024,038030202,05-SEP-23,26-JUN-24
1102,2024,029150746,05-SEP-23,26-JUN-24
1116,2024,009969297,01-SEP-23,26-JUN-24
1108,2024,035081224,05-SEP-23,26-JUN-24
1424,2024,029363315,05-SEP-23,26-JUN-24
2078,2024,045139681,05-SEP-23,26-JUN-24
2078,2024,020896826,05-SEP-23,26-JUN-24
0590,2024,041990731,05-SEP-23,26-JUN-24
1306,2024,009858060,05-SEP-23,26-JUN-24
0590,2024,014522800,05-SEP-23,26-JUN-24
1108,2024,048626221,05-SEP-23,26-JUN-24
1102,2024,043613117,05-SEP-23,26-JUN-24
1105,2024,050206649,05-SEP-23,26-JUN-24
1103,2022,008222698,31-AUG-21,28-JUN-22
1105,2023,021622007,31-AUG-22,27-JUN-23
1102,2023,034092511,31-AUG-22,27-JUN-23
1306,2023,029379022,31-AUG-22,27-JUN-23
1102,2023,002528546,31-AUG-22,27-JUN-23
1108,2023,030407705,31-AUG-22,27-JUN-23
1424,2022,043662445,31-AUG-21,28-JUN-22
2078,2023,014413703,31-AUG-22,27-JUN-23
2078,2022,009409757,31-AUG-21,28-JUN-22
2078,2022,010286509,31-AUG-21,28-JUN-22
1113,2023,024317092,31-AUG-22,27-JUN-23
1103,2023,040965635,31-AUG-22,27-JUN-23
1113,2022,020002201,31-AUG-21,28-JUN-22
1108,2022,019608232,31-AUG-21,28-JUN-22
0590,2022,013543179,31-AUG-21,28-JUN-22
1302,2022,010088913,31-AUG-21,28-JUN-22
2078,2023,016247844,31-AUG-22,27-JUN-23
1101,2023,048039938,31-AUG-22,27-JUN-23
1104,2022,047554127,31-AUG-21,28-JUN-22
1102,2023,012895893,31-AUG-22,27-JUN-23
1135,2022,003843159,31-AUG-21,28-JUN-22
1111,2023,017148447,31-AUG-22,27-JUN-23
1105,2023,045386399,31-AUG-22,27-JUN-23
1112,2023,023661904,31-AUG-22,27-JUN-23
1105,2023,033928319,31-AUG-22,27-JUN-23
1111,2022,020285103,31-AUG-21,28-JUN-22
1108,2023,036967843,31-AUG-22,27-JUN-23
1304,2023,028579861,31-AUG-22,27-JUN-23
1108,2022,015659809,31-AUG-21,28-JUN-22
1109,2022,046185295,31-AUG-21,28-JUN-22
1113,2024,000761669,05-SEP-23,26-JUN-24
1105,2024,041981656,05-SEP-23,26-JUN-24
0590,2024,009580235,05-SEP-23,26-JUN-24
1105,2024,018213992,05-SEP-23,26-JUN-24
1115,2024,039553608,05-SEP-23,26-JUN-24
1113,2024,043263178,05-SEP-23,26-JUN-24
1101,2024,031854574,05-SEP-23,26-JUN-24
1103,2024,000575234,05-SEP-23,26-JUN-24
2078,2024,000251430,05-SEP-23,26-JUN-24
1306,2024,028126713,05-SEP-23,26-JUN-24
1102,2024,051675982,05-SEP-23,26-JUN-24
1305,2024,048701651,05-SEP-23,26-JUN-24
0590,2024,039263851,05-SEP-23,26-JUN-24
1306,2024,019420844,05-SEP-23,26-JUN-24
1113,2024,044185248,05-SEP-23,26-JUN-24
1113,2024,011195949,05-SEP-23,26-JUN-24
1102,2024,005393716,05-SEP-23,26-JUN-24
1103,2024,051247915,05-SEP-23,26-JUN-24
1111,2024,003693356,05-SEP-23,26-JUN-24
2239,2024,030016597,05-SEP-23,18-SEP-23
1101,2024,018674516,05-SEP-23,26-JUN-24
1101,2024,012951969,05-SEP-23,26-JUN-24
1109,2024,043721894,05-SEP-23,26-JUN-24
2078,2024,016697238,05-SEP-23,26-JUN-24
1112,2024,023226567,05-SEP-23,26-JUN-24
1108,2024,009198087,05-SEP-23,26-JUN-24
1112,2024,035420588,05-SEP-23,26-JUN-24
1103,2024,005498390,05-SEP-23,26-JUN-24
1115,2024,000332719,05-SEP-23,26-JUN-24
1104,2024,036940790,05-SEP-23,26-JUN-24
1112,2024,052174498,05-SEP-23,26-JUN-24
1112,2024,049862767,05-SEP-23,26-JUN-24
1107,2024,018343302,05-SEP-23,26-JUN-24
1109,2024,034904426,05-SEP-23,26-JUN-24
1111,2024,041670192,05-SEP-23,26-JUN-24
1115,2024,012864758,05-SEP-23,26-JUN-24
1115,2024,019141606,05-SEP-23,26-JUN-24
1306,2024,047033163,05-SEP-23,26-JUN-24
1112,2024,010787191,05-SEP-23,26-JUN-24
1108,2024,033366734,05-SEP-23,26-JUN-24
1104,2024,037727337,05-SEP-23,26-JUN-24
2239,2024,021164307,05-SEP-23,26-JUN-24
1305,2024,004208873,05-SEP-23,26-JUN-24
1101,2024,024665094,05-SEP-23,26-JUN-24
1135,2024,030580485,05-SEP-23,26-JUN-24
2078,2024,030636378,05-SEP-23,26-JUN-24
2239,2024,049995252,05-SEP-23,26-JUN-24
1102,2024,008390107,05-SEP-23,26-JUN-24
2078,2024,034431156,05-SEP-23,26-JUN-24
0590,2024,040032782,05-SEP-23,26-JUN-24
1115,2024,008312788,05-SEP-23,26-JUN-24
1108,2024,021775532,05-SEP-23,26-JUN-24
2078,2024,001518753,05-SEP-23,26-JUN-24
1112,2024,028359223,05-SEP-23,26-JUN-24
1203,2024,031736987,05-SEP-23,26-JUN-24
1101,2024,013927877,05-SEP-23,26-JUN-24
1203,2024,040515786,05-SEP-23,26-JUN-24
1306,2024,041535023,05-SEP-23,26-JUN-24
1306,2024,021650461,05-SEP-23,26-JUN-24
1305,2024,040361173,05-SEP-23,26-JUN-24
2078,2024,020236080,05-SEP-23,26-JUN-24
1306,2024,008790595,05-SEP-23,26-JUN-24
1105,2024,031211858,05-SEP-23,26-JUN-24
1108,2024,008724313,05-SEP-23,26-JUN-24
1101,2024,011718088,05-SEP-23,26-JUN-24
1245,2024,023638035,01-SEP-23,26-JUN-24
1245,2024,042579491,01-SEP-23,26-JUN-24
1311,2024,029675999,01-SEP-23,26-JUN-24
2078,2024,007802219,05-SEP-23,26-JUN-24
0590,2024,034595422,05-SEP-23,26-JUN-24
1101,2024,028971332,05-SEP-23,26-JUN-24
1306,2024,030448246,05-SEP-23,26-JUN-24
2078,2024,016722879,05-SEP-23,26-JUN-24
1304,2024,042964826,05-SEP-23,26-JUN-24
1209,2024,030369798,01-SEP-23,26-JUN-24
1209,2024,030230388,01-SEP-23,26-JUN-24
1632,2024,004333580,01-SEP-23,26-JUN-24
1209,2024,018959610,01-SEP-23,26-JUN-24
1115,2024,050124511,05-SEP-23,26-JUN-24
1115,2024,003055853,05-SEP-23,26-JUN-24
0590,2024,038641370,05-SEP-23,26-JUN-24
1306,2024,049104541,05-SEP-23,26-JUN-24
1306,2024,018887118,05-SEP-23,26-JUN-24
0590,2024,025355737,05-SEP-23,26-JUN-24
1424,2024,026810425,05-SEP-23,26-JUN-24
1108,2024,026245127,05-SEP-23,26-JUN-24
2078,2024,050274597,05-SEP-23,26-JUN-24
2078,2024,001617696,05-SEP-23,26-JUN-24
1109,2024,018206319,05-SEP-23,26-JUN-24
1108,2024,000249210,05-SEP-23,26-JUN-24
1306,2024,051352749,05-SEP-23,26-JUN-24
0590,2024,035926881,05-SEP-23,26-JUN-24
1306,2024,015684286,05-SEP-23,26-JUN-24
1109,2024,043115436,05-SEP-23,26-JUN-24
2078,2024,009386773,05-SEP-23,26-JUN-24
1108,2024,041496614,05-SEP-23,26-JUN-24
1108,2024,021994497,05-SEP-23,26-JUN-24
1112,2024,024450562,05-SEP-23,26-JUN-24
0590,2024,043542761,05-SEP-23,26-JUN-24
1105,2024,002369859,05-SEP-23,26-JUN-24
0590,2024,014224985,05-SEP-23,26-JUN-24
1111,2024,041746786,05-SEP-23,26-JUN-24
1115,2024,027367417,05-SEP-23,26-JUN-24
2078,2024,052696060,05-SEP-23,26-JUN-24
2078,2024,028898659,05-SEP-23,03-NOV-23
1102,2024,036918549,05-SEP-23,26-JUN-24
2078,2024,026896994,05-SEP-23,26-JUN-24
1115,2024,001669127,05-SEP-23,26-JUN-24
2078,2024,045849065,05-SEP-23,26-JUN-24
1424,2024,001513135,05-SEP-23,26-JUN-24
1102,2024,029104610,05-SEP-23,26-JUN-24
1108,2024,033678690,05-SEP-23,26-JUN-24
1101,2024,041095200,05-SEP-23,26-JUN-24
1101,2024,045546216,05-SEP-23,26-JUN-24
1115,2024,042079088,05-SEP-23,26-JUN-24
0319,2024,048765680,05-SEP-23,26-JUN-24
1102,2024,045274090,05-SEP-23,26-JUN-24
1115,2024,028159482,05-SEP-23,26-JUN-24
1115,2024,006489729,05-SEP-23,26-JUN-24
1305,2024,040704828,05-SEP-23,26-JUN-24
1103,2024,021555140,05-SEP-23,26-JUN-24
1105,2024,023803712,05-SEP-23,26-JUN-24
2078,2024,026351958,05-SEP-23,26-JUN-24
1102,2024,023063671,05-SEP-23,26-JUN-24
1102,2024,035996736,05-SEP-23,26-JUN-24
0590,2024,036616663,05-SEP-23,26-JUN-24
2078,2024,002564426,05-SEP-23,26-JUN-24
2078,2024,027537506,05-SEP-23,26-JUN-24
0590,2024,036130731,05-SEP-23,26-JUN-24
1305,2024,026939547,05-SEP-23,26-JUN-24
1107,2024,012560133,05-SEP-23,26-JUN-24
0591,2024,001260828,01-SEP-23,26-JUN-24
2078,2024,039410270,05-SEP-23,26-JUN-24
1113,2024,034770371,05-SEP-23,26-JUN-24
1112,2024,000204132,05-SEP-23,26-JUN-24
2078,2024,015839955,05-SEP-23,26-JUN-24
1306,2024,004838414,05-SEP-23,26-JUN-24
1101,2024,035461616,05-SEP-23,26-JUN-24
1108,2024,030440490,05-SEP-23,26-JUN-24
2078,2024,017946584,05-SEP-23,26-JUN-24
2078,2024,036522093,05-SEP-23,26-JUN-24
2078,2024,022886247,05-SEP-23,26-JUN-24
1101,2024,028956002,05-SEP-23,26-JUN-24
1112,2024,030092770,05-SEP-23,26-JUN-24
1424,2024,020936242,05-SEP-23,26-JUN-24
1105,2024,027063354,05-SEP-23,26-JUN-24
1203,2024,048079298,05-SEP-23,26-JUN-24
1113,2024,026328378,05-SEP-23,26-JUN-24
0590,2024,018641788,05-SEP-23,26-JUN-24
1102,2024,020020518,05-SEP-23,26-JUN-24
1113,2024,039541504,05-SEP-23,26-JUN-24
1112,2024,024023732,05-SEP-23,26-JUN-24
1306,2024,013062261,05-SEP-23,26-JUN-24
1115,2024,008928476,05-SEP-23,26-JUN-24
0590,2024,014418421,05-SEP-23,26-JUN-24
2078,2024,048276225,05-SEP-23,26-JUN-24
1105,2024,008738131,05-SEP-23,26-JUN-24
1108,2024,012623485,05-SEP-23,26-JUN-24
2239,2024,011060408,05-SEP-23,26-JUN-24
2239,2024,002496124,05-SEP-23,06-SEP-23
2239,2024,021802583,05-SEP-23,26-JUN-24
2239,2024,027286641,05-SEP-23,26-JUN-24
1108,2024,046928272,05-SEP-23,26-JUN-24
2239,2024,020453982,06-SEP-23,26-JUN-24
2239,2024,039840500,06-SEP-23,26-JUN-24
1111,2024,025343261,05-SEP-23,26-JUN-24
2239,2024,005843926,06-SEP-23,26-JUN-24
1108,2024,010090224,05-SEP-23,26-JUN-24
2239,2024,033063455,08-SEP-23,26-JUN-24
2239,2024,022206115,12-SEP-23,26-JUN-24
1105,2024,036837558,11-SEP-23,26-JUN-24
1135,2024,001023309,18-SEP-23,26-JUN-24
2239,2024,011651057,18-SEP-23,26-JUN-24
0590,2024,012961679,22-SEP-23,14-NOV-23
1304,2024,016768773,18-SEP-23,26-JUN-24
1104,2024,021140836,25-SEP-23,26-JUN-24
2239,2024,008913528,11-SEP-23,26-JUN-24
1424,2024,029600112,27-SEP-23,26-JUN-24
1115,2024,028788801,10-OCT-23,26-JUN-24
2239,2024,030473251,06-NOV-23,29-JAN-24
1109,2024,000445784,27-NOV-23,26-JUN-24
2239,2024,007254528,30-NOV-23,26-JUN-24
1203,2024,033638595,29-NOV-23,26-JUN-24
2239,2024,027656694,06-DEC-23,26-JUN-24
0319,2024,037128338,06-DEC-23,26-JUN-24
2239,2024,015453971,18-DEC-23,26-JUN-24
2239,2024,043486910,25-JAN-24,26-JUN-24
1113,2024,024490121,31-JAN-24,26-JUN-24
2239,2024,038025301,31-JAN-24,26-JUN-24
2239,2024,027598953,31-JAN-24,26-JUN-24
2239,2024,044019025,05-FEB-24,26-JUN-24
2239,2024,051183425,06-FEB-24,26-JUN-24
2239,2024,009855124,15-FEB-24,26-JUN-24
