COURSE_COSE,COURSE_ENGLISH_FULL_NAME,COURSE_ENGLISH_SHORT_NAME,COURSE_FRENCH_FULL_NAME,COURSE_FRENCH_SHORT_NAME
SST3772,Social Studies 30-2,Social Studies 30-2,Etudes Sociales 30-2,Etudes sociales 30-2
SUM1015,Forestry Introductory,Forestry Intro.,Foresterie intr.,Foresterie intr.
LDC1135,Gender Studies 15,Gender Studies 15,Études des genres 15,Étud genres 15
PSI3164,Introduction to Marketing,Introduction to Marketing,Introduction au markéting,Introduction au markéting
LDC1015,Smudging (Elder Chronicles) 15,Smudging (Elder Chronicles) 15,Cérémonie de purification (chroniques des Ainés) 15,Cérémonie de purification 15
LDC1234,Student-Centered Learning 15,Student-Centered Learning 15,Apprentissage centré sur l’élève 15,Apprentissage centré élève 15
PSI3057,Introduction to Exceptionalities,Intro to Exceptionalities,Introduction aux besoins particuliers,Intro aux besoins particuliers
LDC1413,Dance 15,Dance 15,Danse 15,Danse 15
LDC1208,Classical Mythology 15,Classical Mythology 15,Mythologie classique 15,Mythologie classique 15
LDC1051,Military Studies 15,Military Studies 15,Études militaires 15,Étud militaires 15
SUM1035,Esthetics Introductory,Esthetics Intro,Esthétique intro,Esthetique intro
SUM2016,Information Processing Intermediate,Info. Processing Inter.,Traitement de info inter.,Traitement de info inter.
SUM2010,Enterprise & Innovation Intermediate,Enterp. & Innovat. Inter.,Enterp et Innov Inter.,Enterp et innov inter.
SUM2009,Energy & Mines Intermediate,Energy & Mines Inter.,Energie et mines inter.,Energie et mines inter.
SUM2031,Environmental Stewardship Intermediate,Environ Steward Inter,Gérance environ inter,Gerance environ inter
SUM2024,Computing Science Intermediate,Computing Science Inter,Informatique Inter,Informatique inter
SUM2022,Wildlife Intermediate,Wildlife Inter.,Faune inter.,Faune inter.
SUM2017,Legal Studies Intermediate,Legal Studies Inter.,Droit inter.,Droit inter.
SUM3003,Communication Technology Advanced,Communication Tech Adv.,Tech des comm avan,Tech des comm avan
SUM3024,Computing Science Advanced,Computing Science Adv,Informatique Avan,Informatique avan
TER3240,Chemistry 30 Old (Territories),Chemistry 30 Old,Chimie 30 (Ancien) (Territories),Chimie 30 (Ancien)
TOU1040,Food & Beverage Industry,Food/Beverage Industry,L'industrie des aliments et des boissons,Ind aliments/boissons
TOU2100,Tourism Interpretation 2,Tourism Interpretation 2,Interpretation 2,Interpretation 2
TOU3120,Adventure & Ecotourism 3,Adventure&Ecotourism 3,Aventure et écotourisme 3,Aventure ecotourisme 3
TOU3110,Adventure & Ecotourism,Adventure & Ecotourism,Aventure et ecotourisme,Aventure et ecotourisme
TOU3090,Surface Transportation,Surface Transportation,Transport terrestre et maritime,Transp terrestre marit
TOU3080,Air Transportation,Air Transportation,Transport aérien,Transport aerien
UCR9993,Unassigned Credits 30,Unassigned Credits 30,Credits non specifies 30,Credits non specifies 30
UKR3355,Ukrainian 30,Ukrainian 30,Ukrainien lang. sec. 30,Ukrainien lang. sec. 30
WDA3408,Weld Faults,Weld Faults,Défauts de soudage,Defauts de soudage
WDA3429,Aluminum & Saw,Aluminum & Saw,Soudage aluminium et lame de scie,Soud aluminium et scie
WDA3420,Flux Cored Arc Welding & Submerged Arc Welding,FCAW & MCAW,Procédés de soudage FCAW et SAW,Soudages GCAW et MCAW
WDA3415,Gas Metal Arc Welding,GMAW on Mild Steel,Soudage à l'arc sous gaz,Soud GMAW acier doux
WLD1050,People, Culture & Wildlife Heritage,Ppl/Cltr/Wldlf Heritage,Héritage - Peuple, culture et faune,Herit-peuple,cult/faune
WLD3020,Wildlife Protection & Stewardship,Wildlife Protct&Steward,Protection et gérance de la faune,Protect/gerance-faune
WLD3920,WLD Project E,WLD Project E,WLD - Projet E,WLD - Projet E
PSI3079,Digital Drafting Fundamentals,Digital Drafting Fundamentals,Dessin numérique de base,Dessin numérique de base
PSI3044,Electromagnetic Theory,Electromagnetic Theory,Théorie électromagnétique,Théorie électromagnétique
PSI3110,Nutrition and Disease Prevention,Nutrition and Disease Preventi,Nutrition et prévention des maladies,Nutrition et prévent maladies
MWA3425,Drilling & Milling,Drilling & Milling,Percage et fraisage,Percage et fraisage
PSI3195,Unit Clerk Practicum,Unit Clerk Practicum,Stage de commis d’unité,Stage de commis d’unité
MWA3455,Print Reading,Print Reading,Lecture de dessins,Lecture de dessins
PSI3206,The Organization and Diversity of Life,Organization & Diversity of Li,L'organisation et la diversité de la vie,Organisation/diversité vie
PSI3197,Computer Apps for the Dental Professional,Comp Apps for the Dental Pro,Applications informatiques pour le professionnel dentaire,Apps inform prof dentaire
HCA3420,The Human Body,The Human Body,Le corps humain,Le corps humain
HCA3406,The Human Body, Health and Chronic Illness,Body, Health & Chronic Pain,Le corps humain, la santé et les maladies chroniques,Santé et maladies chroniques
HCA3525,Clinical Practice 2G,Clinical Practice 2G,Pratique clinique 2G,Pratique clinique 2G
HCA3520,Clinical Practice 2F,Clinical Practice 2F,Pratique clinique 2F,Pratique clinique 2F
PSI3093,Introduction to Indigenous Studies,Intro to Indigenous Studies,Introduction aux études autochtones,Intro aux études autochtones
LDC1160,Race and Society 15,Race and Society 15,Race et société 15,Race et société 15
LDC1248,Fantasy and Science Fiction 15,Fantasy & Sci Fi 15,Fantastique et science-fiction 15,Fant et sci fi 15
EXT1006,Canadian Ski Instructors' Alliance Ski Instructor(Level 2 Certification) 10,Ski Instructor (Level 2) 10,Alliance des moniteurs de ski du Canada - moniteur certifie (Certification niveau 2) 10,Moniteurs de ski (niveau 2) 10
EXT1003,Canadian Armed Forces Carcajou 10,Carcajou 10,Forces armees canadiennes Programme Carcajou 10,Carcajou 10
EXT1002,Canadian Armed Forces Black Bear 10,Black Bear 10,Forces armees canadiennes Programme Black Bear 10,Black Bear 10
LDC3114,Chronic Pain 35,Chronic Pain 35,Douleur chronique 35,Douleur chronique 35
EXT1015,Transport Canada Flight Training 10,Flight Training 10,Transports Canada Entrainement en vol 10,Entrainement en vol 10
ESL1121,English as a Second Language 10-Level 2,English SL 10 - Level 2,Anglais langue seconde 10 — niveau 2,Anglais LS 10 — niveau 2
ESL1120,English as a Second Language 10-Level 1,English SL 10 - Level 1,Anglais langue seconde 10 — niveau 1,Anglais LS 10 — niveau 1
LDC3222,Pre-Engineering 35,Pre-Engineering 35,Préingénierie 35,Préingénierie 35
LDC3153,Music Theory 35,Music Theory 35,Théorie de la musique 35,Théorie de la musique 35
LDC3517,Digital Character Illustration and Modelling 35,Char Illus&Modelling 35,Illustration et modelage numériques de personnages 35,Ill et mod numér pers 35
FLA3304,French Language Arts 30-1,French Language Arts 30-1,French Language Arts 30-1,French Language Arts 30-1
FLA2132,French Language Arts 20-2,French Language Arts 20-2,French Language Arts 20-2,French Language Arts 20-2
FLA1132,French Language Arts 10-2,French Language Arts 10-2,French Language Arts 10-2,French Language Arts 10-2
GER1315,German Language and Culture  3Y 10,German Language and Cul  3Y 10,Langue et culture allemandes  3Y 10,Langue cul. allemandes  3Y 10
FSL3099,French  9Y 30,French  9Y 30,Français langue seconde  9Y 30,Français langue seconde  9Y 30
FSL2099,French  9Y 20,French  9Y 20,Français langue seconde  9Y 20,Français langue seconde  9Y 20
ITA0032,Italian Language and Culture  6Y 30,Italian Language & Cul  6Y 30,Langue et culture italiennes  6Y 30,Langue cul. italiennes  6Y 30
GLA2484,German Language Arts 20,German Language Arts 20,Langue allemande 20,Langue allemande 20
GER2903,German Language and Culture  9Y 20,German Language and Cul  9Y 20,Langue et culture allemandes  9Y 20,Langue cul. allemandes  9Y 20
ITA3768,Italian Language and Culture 12Y 30,Italian Language & Cul 12Y 30,Langue et culture italiennes 12Y 10,Langue cul. italiennes 12Y 10
ITA2768,Italian Language and Culture 12Y 20,Italian Language & Cul 12Y 20,Langue et culture italiennes 12Y 10,Langue cul. italiennes 12Y 10
RAP3765,Automotive Service Technician 35D,Automotive Service Tech 35D,Technicien d'entretien automobile 35D,Tech entretien automobile 35D
RAP4200,Plasterer 15,Plasterer 15,Platrier 15,Platrier 15
RAP5162,Steamfitter-Pipefitter 25C,Steamfitter-Pipefitter 25C,Tuyauteur-monteur de tuyaux de vapeur 25C,Tuyauteuer-Monteur vapeur 25C
RAP5242,Metal Fabricator (Fitter) 25C,Metal Fabricator (Fitter) 25C,Monteur-ajusteur de charpentes métalliques 25C,Mont-ajust charp métal 25C
RAP5257,Elevator Constructor 25B,Elevator Constructor 25B,Constructeur d'ascenseurs  25B,Constructeur d'ascenseurs 25B
RAP6143,Machinist 35D,Machinist 35D,Machiniste  35D,Machiniste 35D
RAP6242,Metal Fabricator (Fitter) 35C,Metal Fabricator (Fitter) 35C,Monteur-ajusteur de charpentes métalliques 35C,Mont-ajust charp métal 35C
RAP6238,Sprinkler Systems Installer 35C,Sprinkler Systems Instal 35C,Poseur de systèmes d'arrosage 35C,Poseur systèmes d'arrosage 35C
RAP6236,Sprinkler Systems Installer 35A,Sprinkler Systems Instal 35A,Poseur de systèmes d'arrosage 35A,Poseur systèmes d'arrosage 35A
RAP6235,Sheet Metal Worker 35D,Sheet Metal Worker 35D,Tôlier  35D,Tôlier 35D
RAP6233,Sheet Metal Worker 35B,Sheet Metal Worker 35B,Tôlier  35B,Tôlier 35B
RAP6282,Recreation Vehicle Service Technician 35C,RV Service Technician 35C,Technicien de véhicules récréatifs 35C,Tech véhicules récréatifs 35C
REC1020,Injury Management 1,Injury Management 1,Gestion des blessures 1,Gestion des blessures 1
SCN1230,Biology 10,Biology 10,Biologie 10,Biologie 10
SCN2261,Physics 20 Old,Physics 20 Old,Physique 20 Old,Physique 20 (ancien)
SCN2240,Chemistry 20,Chemistry 20,Chimie 20,Chimie 20
SCN2800,Agriculture 20,Agriculture 20,Agriculture 20,Agriculture 20
SCN2288,Science 24,Science 24,Sciences 24,Sciences 24
SST3053,Social Studies 30 New,Social Studies 30 New,Etud. soc. 30 (nouveau),Etud. soc. 30 (nouveau)
SST3051,Social Studies 30,Social Studies 30,Etudes sociales 30,Etudes sociales 30
SST2151,Social Studies 23,Social Studies 23,Etudes Sociales 23,Etudes sociales 23
LDC2374,Greek Religious Language 25,Greek Religious Language 25,Langue religieuses grecques 25,Langue religieuses grecques 25
LDC2523,Jesus Christ from the New Testament 25,Jesus in the New Testament 25,Jésus-Christ dans le Nouveau Testament 25,Jésus-Christ dans Nouv Test 25
LDC3328,Chinese (Cantonese) Language Arts 35,Chinese (Cantonese) LA 35,Chinois (cantonais) 35,Chinois (cantonais) 35
LDC3347,Spanish Language & Culture 35,Spanish Language & Culture 35,Langue et culture espagnoles 35,Langue et cul espagnoles 35
LDC3558,Punjabi Language and Culture  6Y 35,Punjabi Language & Cul  6Y 35,Langue et culture punjabies  6Y 35,Langue cul. punjabies  6Y 35
PSI3220,Basic Energy Principles,Basic Energy Principles,Principes de base en matière d’énergie,Principes de base de l'énergie
PSI3244,Indigenous Law,Indigenous Law,Le droit autochtone,Le droit autochtone
PSI3236,Meat Merchandising & Marketing,Meat Merchandising & Marketing,Commercialisation et marketing des viandes,Commercialisation des viandes
SPN1895,Spanish Language and Culture  9Y 10,Spanish Language & Cul  9Y 10,Langue et culture Spanish  9Y 10,Langue et cul. Spanish  9Y 10
SPN1349,Spanish Language and Culture  6Y 10,Spanish Language & Cul  6Y 10,Langue et culture Spanish  6Y 10,Langue et cul. Spanish  6Y 10
SLA1507,Spanish Language Arts 10,Spanish Language Arts 10,Langue espagnole 10,Langue espagnole 10
AGR2010,Diversity in Agriculture,Diversity in Agriculture,Diversité en agriculture,Diversite en agriculture
AGR2090,Marketing 1,Marketing 1,Markéting 1,Markéting 1
AGR2050,Agrifoods 1,Agrifoods 1,Produits agroalimentaires 1,Produits agro-aliment. 1
AGR2045,Companion Animals,Companion Animals,Animaux de compagnie,Animaux de compagnie
AGR2030,Field Crops 1,Field Crops 1,Grandes cultures 1,Grandes cultures 1
AGR3130,Sustainable Agr Systems,Sustainable Agr Systems,Conservation/consequences,Conservation/consequences
CCS3140,Early Learning & Child Care 4,EarlyLearn&ChildCare 4,Apprentissage et garde des jeunes enfants 4,Appr/garde enfants 4
CCS3910,CCS Project D,CCS Project D,CCS - Projet D,CCS - Projet D
CMH2060,Home Care 2,Home Care 2,Soins a domicile 2,Soins a domicile 2
COM2015,Media Impact,Media Impact,Influence des médias ,Influence des medias
CON2010,Site Preparation,Site Preparation,Préparer/excaver un terrain,Preparer/excaver terrain
CON1180,Mould Making & Casting,Mould Making & Casting,Fabrication de moules et moulage du bois,Fab. moules/moulage bois
CON2950,CON Intermediate Practicum,CON Intermediate Pract,Stage intermédiaire CON,Stage intermed. CON
CON2200,Product Development,Product Development,Mise au point d'un produit,Mise au point/produit
CON3170,Cabinetmaking - Layout & Installation,Cabinet-Layout Install,Menuiserie 4 - Plan d'ensemble et installation,Menuiserie 4
COS3950,COS Advanced Practicum,COS Advanced Practicum,Stage avancé COS,Stage avance COS
COS3230,Hair Goods,Hair Goods,Materiel de perruquerie,Materiel de perruquerie
CRA3407,Hand Tools Theory,Hand Tools Theory,Outils à main - Théorie,Outils à main - Théorie
CRA3440,CRA Practicum Course A,CRA Practicum Course A,CRA - Stage A,CRA - Cours pratique A
CRA3435,Blueprint Interpretation,Bluprnt Interpretation,Interprétation de plans,Interpretation de plans
CTS4505,Career & Tech Studies 1C,Career & Tech Studies 1C,Et. prof. et tech. 1C,Et. prof. et tech. 1C
CTS4553,Legal Studies 1A,Legal Studies 1A,Droit 1A,Droit 1A
CTS4549,Community Health 1J,Community Health 1J,Sante communautaire 1J,Sante communautaire 1J
CTS4548,Community Health 1H,Community Health 1H,Sante communautaire 1H,Sante communautaire 1H
CTS4586,Communication Tech 1D,Communication Tech 1D,Tech. des comm. 1D,Tech. des comm. 1D
CTS4662,Electro-Technologies 1F,Electro-Technologies 1F,Electronique 1F,Electronique 1F
CTS4724,Forestry 1B,Forestry 1B,Foresterie 1B,Foresterie 1B
CTS5564,Tourism Studies 2B,Tourism Studies 2B,Tourisme 2B,Tourisme 2B
CTS5571,Career Transitions 2E,Career Transitions 2E,Changement de carriere 2E,Changement de carriere 2E
CTS6546,Community Health 3D,Community Health 3D,Sante communautaire 3D,Sante communautaire 3D
CTS6575,Career Transitions 3C,Career Transitions 3C,Changement de carriere 3C,Changement de carriere 3C
CTS6591,Management & Marketing 3E,Management & Marketing 3E,Gestion et marketing 3E,Gestion et marketing 3E
CTS6722,Forestry 3F,Forestry 3F,Foresterie 3F,Foresterie 3F
CTS6757,Logistics 3C,Logistics 3C,Logistique 3C,Logistique 3C
PSI3266,Introduction to Computers in Business,Intro to Computers in Business,Introduction à l'informatique en entreprise,Ordinateurs en entreprise
LDC1031,Fantasy and Science Fiction Appreciation 15,Fantasy and Science Fic App 15,Appréciation du fantastique et de la science-fiction 15,Fantastique et SF 15
LDC1787,Holocaust Studies 15,Holocaust Studies 15,Études de l’Holocauste 15,Études de l’Holocauste 15
PSI3275,Interior Design Technology,Interior Design Technology,Technologie du design d'intérieur,Tech. du design d'intérieur
PSI3296,Public Safety & Communications,Public Safety & Communications,Sécurité publique et communications,Sécurité publique et comms
PSI3293,Ecology,Ecology,Écologie,Écologie
PSI3292,Introduction to Aquaponics,Introduction to Aquaponics,Introduction à l’aquaponie,Introduction à l’aquaponie
LDC1171,Hide Preparation and Tanning 15,Hide Prep and Tanning 15,Préparation et tannage des peaux 15,Préparation et tannage peau 15
LDC2031,Fantasy and Science Fiction Appreciation 25,Fantasy and Science Fic App 25,Appréciation du fantastique et de la science-fiction 25,Fantastique et SF 25
LDC2449,Yoga 25,Yoga 25,Yoga 25,Yoga 25
LDC3803,Braided Journeys 35,Braided Journeys 35,Trajets tressés 35,Trajets tressés 35
LDC1175,Seven Teachings 15,Seven Teachings 15,Sept enseignements 15,Sept enseignements 15
LDC2873,Indigenous Art and Ceremony 25,Indigenous Art and Ceremony 25,Art et cérémonies des Autochtones 25,Art et cérémonies des Autoc 25
LDC1873,Metis History and Stories 15,Metis History and Stories 15,Histoire et récits des Métis 15,Histoire et récits des Méti 15
PSI3189,Organizational Behaviour,Organizational Behaviour,Le comportement organisationnel,Comportement organisationnel
EXT1019,Red Cross Advanced First Aid and CPR/AED Level C 10,Advanced First Aid 10,Secourisme avancé de la Croix-Rouge et RCR/DEA niveau C 10,Secourisme avancé 10
PSI3141,Outdoor Leadership,Outdoor Leadership,Leadeurship en plein air,Leadeurship en plein air
LDC3262,Physics (IB) 35,Physics (IB) 35,Physique (BI) 35,Physique (BI) 35
LDC3241,Chemistry (IB) 35,Chemistry (IB) 35,Chimie (IB) 35,Chimie (IB) 35
LDC3145,Prenatal 35,Prenatal 35,Soins prénataux 35,Soins prénataux 35
LDC2145,Literature and Composition (AP) 25,Lit and Comp (AP) 25,Littérature et composition (AP) 25,Litt et compo (AP) 25
LDC1383,Portuguese Language and Culture  3Y 15,Portuguese Lang & Cul  3Y 15,Langue et culture portugaises  3Y 15,Langue cult portugaises  3Y 15
LDC3348,Spanish (AP) 35,Spanish (AP) 35,Espagnol (AP) 35,Espagnol (AP) 35
LDC1027,Mental Health Literacy 15,Mental Health Literacy 15,Littératie en santé mentale 15,Littératie santé mentale 15
LDC2207,Global Perspectives 25,Global Perspectives 25,Perspectives mondiales 25,Perspectives mondiales 25
LDC3177,Building Communities of Hope 35,Build Communities of Hope 35,Bâtir communautés d'espoir 35,Bâtir communautés d'espoir 35
LDC3158,Portfolio Art 35,Portfolio Art 35,Portfolio artistique 35,Portfolio artistique 35
LDC3144,Medical Problem Solving 1 35,Medical Problem Solving 1 35,Résolution des problèmes cliniques 1 35,Rés prob cliniq 1 35
LDC2249,Chinese (Cantonese) Language and Culture  3Y 25,Chinese Canton Lang&Cul  3Y 25,Langue et culture chinoises (cantonaises) 3Y 25,Chinoises (cantonaises) 3Y 25
PSI3052,Child & Adolescent Development,Child & Adolescent Development,Développement de l'enfant et de l'adolescent,Développement enfant et ado
