COURSE_COSE,COURSE_ENGLISH_FULL_NAME,COURSE_ENGLISH_SHORT_NAME,COURSE_FRENCH_FULL_NAME,COURSE_FRENCH_SHORT_NAME
LDC2617,Stock Clerk 25,Stock Clerk 25,Prep. aux. stock 25,Prep. aux. stock 25
LDC2842,Building Operations 25,Building Operations 25,Entretien d'imm. 25,Entretien d'imm. 25
LDC2828,Automotives 25,Automotives 25,Mecanique 25,Mecanique 25
LDC3276,Aeroscience 35,Aeroscience 35,Sciences spatiales 35,Sciences spatiales 35
LDC3321,Hungarian 35,Hungarian 35,Hongrois 35,Hongrois 35
LDC3446,Sports Performance 35,Sports Performance 35,Performance sportive 35,Perform sport 35
PAT0416,Numeracy 4,Numeracy 4,Numératie 4,Numératie 4
PAT0645,Science 6 (Fr),Science 6 (Fr),Sciences 6 (fr),Sciences 6 (fr)
PAT9141,K&E Science 9,K&E Science 9,C&E Sciences 9 année,C&E Sciences 9 année
PAT9156,Social Studies 9 KAE Fr,Social Studies 9 KAE Fr,Etudes sociales 9 KAE fr,Etudes sociales 9 KAE fr
PAT9152,K&E Social Studies 9,K&E Social Studies 9,Études sociales 9 année,Études sociales 9 année
PED1600,Child Care & Home Nurs 10,Child Care & Home Nurs 10,Pueric./soins infir. 10,Pueric./soins infir. 10
PEN3021,Elementary Mechanics & Dynamics,Elementary Mech. & Dynamics,Mécanique et dynamique élémentaires,Mécan et dynam élémentaires
PEN4050,Pumps,Pumps,Pompes,Pompes
PEN4045,Engines & Turbines,Engines & Turbines,Moteurs et turbines,Moteurs et turbines
PLA3416,Plastic Pipe and Tubes,Plastic Pipe & Tubes,Tuyaux et tubes en plastique,Tuyaux et tubes en plastique
PLA3450,Heating Installation,Heating Installation,Montage de chauffage,Montage de chauffage
RAP3649,Motorcycle Mechanic 35D,Motorcycle Mech 35D,Mécanicien de motocyclettes 35D,Mécanicien de motocyclette 35D
RAP3665,Welder 35C,Welder 35C,Soudeur  35C,Soudeur 35C
RAP4104,Cabinetmaker 15,Cabinetmaker 15,Ébéniste 15,Ébéniste 15
RAP4172,Bricklayer 15,Bricklayer 15,Briqueteur-maçon 15,Briqueteur-maçon 15
RAP5196,Lather (Interior Systems Mechanic) 25A,Lather (Int Systems Mech) 25A,Latteur spécialisé en systèmes intérieurs 25A,Latteur (systèmes intér's) 25A
RAP5193,Landscape Horticulturist 25B,Landscape Horticulturist 25B,Horticulteur paysagiste  25B,Horticulteur paysagiste 25B
RAP5248,Tool and Die Maker 25A,Tool & Die Makr 25A,Outils et matrices 25A,Outils et matrices 25A
RAP5300,Rig Technician 1 25A,Rig Technician 1 25A,Technicien de forage 1 25A,Tech de forage 1 25A
RAP6165,Agricultural Equipment Technician 35B,Agricultural Equip Tech 35B,Technicien d'équipement agricole 35B,Tech d'équipement agricole 35B
RAP6177,Concrete Finisher 35B,Concrete Finisher 35B,Finisseur de béton  35B,Finisseur de béton 35B
RAP6171,Boilermaker 35D,Boilermaker 35D,Chaudronnier  35D,Chaudronnier 35D
RAP6192,Landscape Horticulturist 35A,Landscape Horticulturist 35A,Horticulteur paysagiste  35A,Horticulteur paysagiste 35A
RAP6225,Roofer 35B,Roofer 35B,Couvreur  35B,Couvreur 35B
RAP6322,Natural Gas Compression Technician 35C,Natural Gas Comp Tech 35C,Technicien de compresseur de gaz naturel 35C,Tech compress gaz naturel 35C
REC2015,Athletic Development,Athletic Development,Perfectionnement sportif,Perfectionn sportif
REC1040,Foundations for Training 1,Foundations Training 1,Fondements de l'entrainement 1,Fond entrainement 1
REC2045,Training for Core Muscles,Training Core Muscles,Entrainement des muscles du tronc,Entrainement tronc
REC2030,Anatomy of Joints,Anatomy of Joints,Anatomie des articulations,Anatomie articulations
SCN2920,Industrial Chemistry 22,Industrial Chemistry 22,Chimie industr. 22,Chimie industr. 22
SCN3063,Physics 30 New,Physics 30 New,Physique 30 (nouveau),Physique 30 (nouveau)
SCN7570,Environmnt & Outdoor Ed 7,Environmnt & Outdoor Ed 7,Environ. et plein air 7,Environ. et plein air 7
SCN7530,Science 7B,Science 7B,Sciences 7B,Sciences 7B
SCN3940,Chemistry 30,Chemistry 30,Chimie 30,Chimie 30
SCN3796,Chemistry 30,Chemistry 30,Chimie 30,Chimie 30
SSN2160,Religious Ethics 20,Religious Ethics 20,Ethique religieuse 20,Ethique religieuse 20
SSN2171,Personal Psychology 20,Personal Psychology 20,Psycho. de la pers. 20,Psycho. de la pers. 20
SST3191,Social Science 30B,Social Science 30B,Sciences humaines 30B,Sciences humaines 30B
SUM2006,Cosmetology Intermediate,Cosmetology Inter.,Soins esthetiques inter.,Soins esthetiques inter.
SUM3011,Fabrication Studies Advanced,Fabrication Stds. Adv.,Fabrication avan,Fabrication avan
SUM3008,Electro-Technologies Advanced,Electro-Tech. Adv.,Electro tech avan,Electro tech avan
SUM3007,Design Studies Advanced,Design Studies Adv.,Design avan,Design avan
SUM3004,Community Health Advanced ,Community Health Adv.,Sante communautaire avan,Sante communautaire avan
SUM3036,Recreation Leadership Advanced,Recreation Lead Adv,Animation loisir avan,Animation loisir avan
TER3151,Social Studies 33 (Territories),Social Studies 33,Études sociales 33 (Territories),Études sociales 33
TER3105,English Language Arts 30-1 (Territories),English Lang Arts 30-1,English Language Arts 30-1 (Territoires),English Language Arts 30-1
TER3792,Mathematics 30-2 (Territories),Mathematics 30-2,Mathématiques 30-2 (Territories),Mathématiques 30-2
TER3772,Social Studies 30-2 (Territories),Social Studies 30-2,Etudes sociales 30-2 (Territories),Etudes sociales 30-2
TOU1010,The Tourism Sector,The Tourism Sector,L'industrie du tourisme,Industrie du tourisme
TER3797,Physics 30 (Territories),Physics 30,Physique 30 (Territories),Physique 30
TOU2920,TOU Project C,TOU Project C,TOU - Projet C,TOU - Projet C
UKR3365,Ukrainian 31,Ukrainian 31,Ukrainien 31,Ukrainien 31
UKR2355,Ukrainian 20,Ukrainian 20,Ukrainien lang. sec. 20,Ukrainien lang. sec. 20
WDA3413,Gases & Maintenance,Gases & Maintenance,Gaz et entretien,Gaz et entretien
WDA3411,Wire-feed Welding,Wire-feed Welding,Soudage avec dévidoir de fil,Soud devidoir de fil
WDA3427,Mild Steel Pipe Welds,Mild Steel Pipe Welds,Soudures sur tuyaux en acier doux,Soud tuyaux acier doux
WLD1030,Outdoor Experience 1,Outdoor Experience 1,Vie en plein air 1,Vie en plein air 1
UCT1999,Unallocated Credits 10,Unallocated Credits 10,Crédits non alloués 10,Crédits non alloués 10
KAE2597,Workplace Practicum 20-4D,Workplace Pract 20-4D,Stage en milieu de travail 20-4,Stage 20-4D
PSI3076,Environmental Sustainability,Environmental Sustainability,La durabilité environnementale,La durabilité environnementale
PSI3097,Introduction to Medical Terminology 2,Intro to Med Terminology 2,Introduction à la terminologie médicale 2,Intro terminologie médicale 2
LDC1326,Arabic Language Arts 15,Arabic Language Arts 15,Langue arabe 15,Langue arabe 15
PSI3157,Visual Inspection Level II,Visual Inspection Level II,Examen visuel Niveau II,Examen visuel Niveau II
MWA3416,Layouts,Layouts,Disposition mécanique,Disposition mécanique
HCA3436,Clinical Placement 2,Clinical Placement 2,Stage clinique 2,Stage clinique 2
LDC3134,FACES 35,FACES 35,Programme FACES 35,Progr FACES 35
LDC3398,AAA Quality Leadership 35,AAA Quality Leadership 35,Leadeurship de qualité AAA 35,Leadeurship de qualité AAA 35
LDC3343,Workplace Essential Skills 35,Workplace Skills 35,Compétences essentielles en milieu de travail 35,Comp ess mil trav 35
PSI3210,Sound and Sense – Listening to Music,Sound/Sense Listening to Music,Son et sens - Écouter de la musique,Son/sens - Écouter musique
LDC1401,French Vernacular 15,French Vernacular 15,Français vernaculaire 15,Français vernaculaire 15
LDC1088,Religious Studies (7th Day Adventist) 15,RS 7th Day Adventist 15,Éducation religieuse (Église adventiste du septième jour) 15,Éducation rel. (adventiste) 15
LDC1504,Polish Language and Culture  3Y 15,Polish Language & Cul  3Y 15,Langue et culture polonaises  3Y 15,Langue cul. polonaises  3Y 15
LDC2022,Workplace Essential Skills 25,Workplace Essential Skills 25,Compétences essentielles en milieu de travail 25,Comp ess mil trav 25
LDC2397,Hebrew Language and Culture 12Y 25,Hebrew Lang & Culture 12Y 25,Langue et culture hébraïques 12Y 25,Langue cul. hébraïques 12Y 25
LDC2512,Korean Language and Culture  3Y 25,Korean Lang & Culture  3Y 25,Langue et culture coréennes  3Y 25,Langue cul. coréennes  3Y 25
LDC2499,Vietnamese Language and Culture  3Y 25,Vietnamese Lang & Cul  3Y 25,Langue et culture vietnamiennes  3Y 25,Lang cul vietnamiennes  3Y 25
LDC2498,Polish Language Arts 25,Polish Language Arts 25,Langue polonaise 25,Langue polonaise 25
LDC3079,Religious Education (Adventism) 35,ReligiousEducationAdventism 35,Études religieuses (adventisme) 35,Études rel. (adventisme) 35
LDC2562,Sikh Culture and Punjabi Language 12Y 25,Sikh Cul & Punjabi Lang 12Y 25,Culture sikhe et langue punjabie 12Y 25,Cul sikhe lang punjabie 12Y 25
PSI3233,Food and Safety Sanitation,Food and Safety Sanitation,Alimentation et salubrité,Alimentation et salubrité
SPN2349,Spanish Language and Culture  6Y 20,Spanish Language & Cul  6Y 20,Langue et culture Spanish  6Y 20,Langue et cul. Spanish  6Y 20
PSI3041,Introduction to Computer Programming (Java),Intro to Computer Programming,Introduction à la programmation informatique (Java),Intro program informat (Java)
PSI3239,Educational Issues & Social Change,Edu Issues & Social Change,Enjeux éducatifs et changements sociaux,Enjeux éduc. et chang. sociaux
PSI3237,Sociology and Crime,Sociology and Crime,Sociologie et criminalité,Sociologie et criminalité
PSI3208,Introduction to Graphic Representation,Intro-Graphic Representation,Introduction à la représentation graphique,Intro représentation graphique
PSI3068,Introduction to Cultural Anthropology,Intro to Cultural Anthropology,Introduction à l'anthropologie culturelle,Intro anthropologie culturelle
KAE2784,Français 20-4,Français 20-4,Français 20-4,Francais 20-4
PSI3193,Patient Records,Patient Records,Dossiers des patients,Dossiers des patients
PSI3132,Choral Ensemble,Choral Ensemble,Ensemble choral,Ensemble choral
LDC3141,Marine Life and Ecosystems 35,Marine Life & Ecosystems 35,Études sur la vie et les écosystèmes marins 35,Études sur la vie et les éc 35
LDC1564,Tsuut'ina Language and Culture 12Y 15,Tsuut'ina Lang & Cul 12Y 15,Langue et culture tsuut'inas 12Y 15,Langue cul. tsuut'inas 12Y 15
LDC3297,Educational Assistant: Assistive and Adaptive Technology 35,EA: Assistive & Adapt. Tech 35,Cheminement de carrière d'aide-élève en besoins spéciaux, technologies d'assistance et d'adaptation 35,Chem carr tech assist adapt 35
PSI3298,An Introduction to Pharmacology,Pharmacology Primary Care,Une introduction à la pharmacologie,Pharmacologie soins primaires
EXT1018,Wildland Fire Fighter (NFPA 1051) 10,WildlandFireFighter (NFPA1051),Pompier forestier (NFPA 1051) 10,Pompier forestier (NFPA1051)
ABA3415,Fillers,Fillers,Mastics,Mastics
ABA3402,Tools, Batteries & Detailing,Tools, Batteries & Detailing,Outils batteries finition,Outils, batteries et finition
AEC9995,Maturity,Maturity,Maturite,Maturite
AEA3900,AEA Apprenticeship Safety,AEA Safety,AEA Sécurité stage d'apprenti,AEA Securite
AGR1910,AGR Project A,AGR Project A,AGR - Projet A,AGR - Projet A
AGR2060,Landscaping 2,Landscaping 2,Aménagement paysager 2,Amenagement paysager 2
AGR2150,Greenhouse/Nursery Crops 2,Grnhse/Nursery Crops 2,Cultures en serre et de pépinière 2,Cult en serre/pepiniere 2
AGR3100,Biotechnology,Biotechnology,Biotechnologie,Biotechnologie
AGR3060,Landscaping 3,Landscaping 3,Aménagement paysager 3,Amenagement paysager 3
AGR3120,Soils Management 2,Soils Management 2,Gestion des sols 2,Gestion des sols 2
ASA3410,Electrical Circuits,Electrical Circuits,Circuits électriques,Circuits electriques
ASA3400,Basic Tools & Materials,Basic Tools&Materials,Outils et matériaux de base,Outils et materiaux
BKA3455,Icings & Piping,Icings & Piping,Glaçage et garnitures,Glacage garnitures
CCS2950,CCS Intermediate Practicum,CCS Intermediate Pract,Projet intermédiaire CCS,Projet intermed. CCS
CCS3080,Community Enhancement,Community Enhancement,Embellissement du milieu,Embellissement milieu
CCS3920,CCS Project E,CCS Project E,CCS - Projet E,CCS - Projet E
CMH2110,Complementary Therapies,Complementary Therapies,Therapies complementai.,Therapies complementai.
CMH2070,Sensory Challenges,Sensory Challenges,Deficiences sensorielles,Deficiences sensorielles
CON3950,CON Advanced Practicum,CON Advanced Practicum,Stage avancé CON,Stage avance CON
CSE1010,Computer Science 1,Computer Science 1,Informatique 1,Informatique 1
CSE2130,Files & File Structures 1,Files&File Structures1,Structures de fichiers 1,Struct. de fichiers 1
CSE2120,Data Structures 1,Data Structures 1,Structures de données 1,Struct. de donnees 1
CTR3090,Client Service 3,Client Service 3,Service à la clientéle 3,Service a la clientele 3
CTR3080,Practicum E,Practicum E,Stage E,Stage E
CTR3040,Practicum A,Practicum A,Stage A,Stage A
CTR3020,Organizational Leadership,Organizational Leadership,Leadership de l'organisme,Leadership de l'organisme
CTR3010,Preparing for Change,Preparing for Change,Emploi et transition,Emploi et transition
CTS2028,Flux Core Arc Welding 1,Flux Core Arc Welding 1,Soudage à l’arc avec fil fourré 1,Soudage arc avec fil fourré 1
CTS4584,Communication Tech 1B,Communication Tech 1B,Tech. des comm. 1B,Tech. des comm. 1B
CTS4664,Electro-Technologies 1B,Electro-Technologies 1B,Electronique 1B,Electronique 1B
CTS4663,Electro-Technologies 1A,Electro-Technologies 1A,Electrotechnologies 1A,Electrotechnologies 1A
CTS4729,Forestry 1J,Forestry 1J,Foresterie 1J,Foresterie 1J
CTS4743,Wildlife 1J,Wildlife 1J,Faune 1J,Faune 1J
CTS5569,Tourism Studies 2J,Tourism Studies 2J,Tourisme 2J,Tourisme 2J
CTS5568,Tourism Studies 2H,Tourism Studies 2H,Tourisme  2H,Tourisme  2H
CTS5589,Communication Tech 2J,Communication Tech 2J,Tech. des comm. 2J,Tech. des comm. 2J
CTS6565,Tourism Studies 3C,Tourism Studies 3C,Tourisme 3C,Tourisme 3C
FAS2180,Creative Costuming,Creative Costuming,Costumes,Costumes
FAS2160,Creating Accessories 2,Creating Accessories 2,Création d'accessoires 2,Accessoires 2
FAS3030,Pattern Drafting 2,Pattern Drafting 2,Dessin de patron 2,Dessin de patron 2
FNA2410,Drama 20,Drama 20,Art dramatique 20,Art dramatique 20
FNA2400,Art 20,Art 20,Arts visuels 20,Arts visuels 20
FNA3425,Instrumental Music 30,Instrumental Music 30,Musique instrum. 30,Musique instrum. 30
FOR3120,Integrated Resource Mgmt,Integrated Resource Mgmt,Amenagement forestier,Amenagement forestier
HCS3020,First Responder 1,First Responder 1,Premier répondant 1,Premier repondant 1
HEA3410,Frames & Suspension,Frames & Suspension,Chassis et suspension,Chassis et suspension
HEA3435,Hydraulic Systems,Hydraulic Systems,Systeme hydraulique,Systeme hydraulique
HSA3581,Colouring Virgin Hair and Regrowth,Colouring Virgin Hair,Coloration des cheveux vierges et repousses ,Coloration des cheveux vierges
HSA3650,Competition Cosmetology,Competition Cosmetology,Concours de cosmétologie,Concours cosmetologie
HSS1010,Health Services Foundations,Health Srvc Foundation,Fondements des services de santé,Fond. services sante
HSA3790,HSA Practicum D,HSA Practicum D,HSA - Cours pratique D,HSA - Cours pratique D
HSA3780,HSA Practicum B,HSA Practicum B,HSA - Cours pratique B,HSA - Cours pratique B
IED2896,Food Preparation 22A,Food Preparation 22A,Prep. des aliments 22A,Prep. des aliments 22A
IED2880,Electricity 22A,Electricity 22A,Electricite 22A,Electricite 22A
INF3080,Project Management Tools,Project Mgmt Tools,Outils de gestion de projets,Outils gestion de projets
IOP2801,Agricultural Prod 26,Agricultural Prod 26,Production agricole 26,Production agricole 26
IOP2941,Natural Resource Serv 26,Natural Resource Serv 26,Ressources nat. 26,Ressources nat. 26
IOP2907,Graphic Arts 26,Graphic Arts 26,Arts graphiques 26,Arts graphiques 26
JRH7380,Ukrainian 7,Ukrainian 7,Ukrainien 7,Ukrainien 7
KAE3573,Auto Services 30-4,Auto Services 30-4,Service automobile 30-4,Services auto 30-4
KAE3572,Auto Mechanics 30-4,Auto Mechanics 30-4,Mécanique automobile 30-4,Mec. Auto 30-4
LDC1377,Chinese Studies 15,Chinese Studies 15,Etudes chinoises 15,Etudes chinoises 15
LDC1375,Hebrew 15,Hebrew 15,Hebreu 15,Hebreu 15
LDC1480,Aspects of Living 15,Aspects of Living 15,Aspects de la vie 15,Aspects de la vie 15
LDC1690,Floral Designer 15,Floral Designer 15,Decorateur floral 15,Decorateur floral 15
LDC1709,Primary Teacher Assist 15,Primary Teacher Assist 15,Aide ens. prim. 15,Aide ens. prim. 15
LDC1721,Social Worker 15,Social Worker 15,Travailleur soc. 15,Travailleur soc. 15
LDC1885,High Technology 15,High Technology 15,Technologie de pointe 15,Technologie de pointe 15
LDC2109,Connections 25,Connections 25,Liaisons 25,Liaisons 25
LDC2254,Fitness 25,Fitness 25,Culture physique 25,Culture phys 25
LDC2265,Native Cultural Fine Arts 25,Native Cultural Fine Arts 25,Beaux-arts culturels des autochtones 25,B-arts cultur autocht 25
LDC2263,Mentorship 25,Mentorship 25,Mentorat 25,Mentorat 25
LDC2258,Création en danse 25,Creation en danse 25,Création en danse 25,Créat en danse 25
LDC2394,Advanced Dance 25,Advanced Dance 25,Danse avancée 25,Danse avancée 25
LDC2373,Japanese 25,Japanese 25,Japonais 25,Japonais 25
LDC2478,Electric Guitar Ensemble 25,Electric Guitar Ensemble 25,Ensemble de guitares électriques 25,Ensem guit élec 25
LDC3419,Brass Ensembles 35,Brass Ensembles 35,Ensembles des cuivres 35,Ensemb cuivres 35
LDC3461,Democratic Living&Learning 35,Democratic Living&Learning 35,Vie et apprentissage démocratiques 35,Vie et appren dém 35
LDC3453,Racquet Sports 35,Racquet Sports 35,Sports/raquettes 35,Sports/raquettes 35
LDC3840,Building Construction 35,Building Construction 35,Construction d'imm. 35,Construction d'imm. 35
LDC3930,Health and Wellness 35,Health and Wellness 35,Santé et bienêtre 35,Santé et bienêtre 35
LDC9470,Locally Developed 9,Locally Developed 9,Mis au point local. 9,Mis au point local. 9
LOG3910,LOG Project D,LOG Project D,LOG - Projet D,LOG - Projet D
MAM3030,Business in the Global Marketplace,Business Global Mrktplace,L'entreprise au sein de l'économie mondiale,Entrps./economie mondiale
MAM3010,The Business Organization,The Business Organization,Organisation d'entreprise ,Organisation/entreprise
MAT0962,Algebra 1,Algebra 1,Algebre 1,Algebre 1
MAM3920,MAM Project E,MAM Project E,MAM - Projet E,MAM - Projet E
MAT3900,Mathematics 30,Mathematics 30,Mathématiques 30,Mathematiques 30
OFF5694,Trans People & Goods 2B,Trans People & Goods 2B,Trans. pers./march. 2B,Trans. pers./march. 2B
OTH2997,Work Experience 25A(Coop),Work Experience 25A(Coop),Exper. trav. 25A (coop),Exper. trav. 25A (coop)
PAR1880,Electricity 12,Electricity 12,Electricite 12,Electricite 12
PAR2700,Automotives 20,Automotives 20,Automobile 20,Automobile 20
PAR2735,IA Graphic Commication 20,IA Graphic Commication 20,Communic. graph. IA 20,Communic. graph. IA 20
PED2445,Physical Education 20,Physical Ed 20,Education physique 20,Education physique 20
PED9520,Phys Ed & Health 9B,Phys Ed & Health 9B,Educ. physi. et hyg. 9B,Educ. physi. et hyg. 9B
PEN4075,System Controls,System Controls,Commandes de système,Commandes de système
PEN4060,Instrumentation,Instrumentation,Instrumentation,Instrumentation
PEN5020,Boiler Details,Boiler Details,Chaudières - Détails,Chaudières - Détails
PEN5015,Plumbing & Piping,Plumbing & Piping,Plomberie et tuyauterie,Plomberie et tuyauterie
PEN5005,Applied Science,Applied Science,Sciences appliquées,Sciences appliquées
PEN5000,Safety & Codes,Safety & Codes,Sécurité et codes,Sécurité et codes
PEN4110,PEN Practicum B,PEN Practicum B,PEN - Cours pratique B,PEN - Cours pratique B
PEN5045,Heating & Cooling,Heating & Cooling,Chauffage et refroidissement,Chauffage et refroidissement
PLA3470,Plumbing Science,Plumbing Science,Sciences et plomberie,Sciences et plomberie
PDA3420,Surface Prep 2,Surface Prep 2,Préparation de surfaces 2,Prep de surfaces 2
PEN5065,PEN Practicum A,PEN Practicum A,PEN - Cours pratique A,PEN - Cours pratique A
PRS3950,PRS Advanced Practicum,PRS Advanced Practicum,Stage avancé PRS,Stage avance PRS
PRS3060,Petrochemicals,Petrochemicals,Pétrochimie,Petrochimie
PTA3405,Storage & Packing,Storage & Packing,Entreposage et emballage,Entreposage emballage
PTA3400,Material Handling,Material Handling,Manutention,Manutention
PTA3460,PTA Practicum C,PTA Practicum C,PTA - Cours pratique C,PTA - Cours pratique C
PTA3420,Measurement & Stock,Measurement & Stock,Mesure et inventaire,Mesure et inventaire
PTA3415,Merchandising,Merchandising,Marchandisage,Marchandisage
RAP1646,Motorcycle Mechanic 15,Motorcycle Mech 15,Mécanicien de motocyclettes 15,Mécanicien de motocyclette 15
RAP5101,Baker 25B,Baker 25B,Boulanger-pâtissier  25B,Boulanger-pâtissier 25B
RAP4284,Outdoor Power Equipment Technician - Power Equipment 15,Outdoor Pwr Equip Tech-PE 15,Technicien d'appareils motorisés de plein air 15,Tech apps motos plein air 15
RAP4280,Recreation Vehicle Service Technician 15,RV Service Technician 15,Technicien de véhicules récréatifs 15,Tech véhicules récréatifs 15
RAP4252,Transport Refrigeration Technician 15,Transport Refrig Tech 15,Technicien en réfrigération dans les transports 15,Tech réfrigérat transports 15
RAP4248,Tool and Die Maker 15,Tool & Die Makr 15,Outils et matrices 15,Outils et matrices 15
RAP5113,Cook 25B,Cook 25B,Cuisinier  25B,Cuisinier 25B
RAP5112,Cook 25A,Cook 25A,Cuisinier  25A,Cuisinier 25A
RAP5109,Carpenter 25B,Carpenter 25B,Charpentier-menuisier  25B,Charpentier-menuisier 25B
RAP5166,Agricultural Equipment Technician 25C,Agricultural Equip Tech 25C,Technicien d'équipement agricole 25C,Tech d'équipement agricole 25C
RAP5181,Communication Technician 25B,Communication Tech 25B,Technicien en télécommunications 25B,Tech en télécommunications 25B
RAP5256,Elevator Constructor 25A,Elevator Constructor 25A,Constructeur d'ascenseurs  25A,Constructeur d'ascenseurs 25A
RAP5261,Locksmith 25B,Locksmith 25B,Serrurier  25B,Serrurier 25B
RAP6104,Cabinetmaker 35A,Cabinetmaker 35A,Ébéniste  35A,Ébéniste 35A
RAP5301,Rig Technician 1 25B,Rig Technician 1 25B,Technicien de forage 1 25B,Tech de forage 1 25B
RAP6113,Cook 35B,Cook 35B,Cuisinier  35B,Cuisinier 35B
RAP6106,Cabinetmaker 35C,Cabinetmaker 35C,Ébéniste  35C,Ébéniste 35C
RAP6133,Instrumentation & Control Technician 35B,Instrument & Control Tech 35B,Technicien en instrumentation et en contrôl 35B,Tech instrument et contrôl 35B
RAP6150,Painter and Decorator 35C,Painter and Decorator 35C,Peintre et décorateur  35C,Peintre et décorateur 35C
RAP6149,Painter and Decorator 35B,Painter and Decorator 35B,Peintre et décorateur  35B,Peintre et décorateur 35B
RAP6152,Plumber 35A,Plumber 35A,Plombier  35A,Plombier 35A
RAP6169,Boilermaker 35B,Boilermaker 35B,Chaudronnier  35B,Chaudronnier 35B
RAP6178,Concrete Finisher 35C,Concrete Finisher 35C,Finisseur de béton  35C,Finisseur de béton 35c
RAP6175,Bricklayer 35D,Bricklayer 35D,Briqueteur-maçon  35D,Briqueteur-maçon 35D
RAP6218,Projectionist 35C,Projectionist 35C,Projectionniste 35C,Projectionniste 35C
RAP6215,Prt&Gr Art Crft 35D,Prt&Gr Art Crft 35D,Arts graph et impr 35D,Arts graph et impr 35D
RAP6209,Power System Electrician 35B,Power System Electrician 35B,Électricien de réseau élec  35B,Électricien de réseau élec 35B
RAP6258,Elevator Constructor 35C,Elevator Constructor 35C,Constructeur d'ascenseurs  35C,Constructeur d'ascenseurs 35C
REC2910,REC Project B,REC Project B,REC - Projet B,REC - Projet B
REC2120,Coaching 1,Coaching 1,Entrainement 1,Entrainement 1
REC2040,Foundations for Training 2,Foundations Training 2,Fondements de l'entrainement 2,Fond entrainement 2
REC2020,Injury Management 2,Injury Management 2,Gestion de blessures 2,Gestion de blessures 2
REC3050,Sport Psychology 3,Sport Psychology 3,Psychologie du sport 3,Psychologie du sport 3
REC3100,Fitness Leadership for the Older Adult,Fit Ldrshp/Older Adult,Leadeurship en conditionnement physique des ainés,Leadeur cond phys aines
REC3090,Aquatic Fitness Training Leadership,Aquat Fit Train Ldrshp,Leadeurship en entrainement aquatique,Leadeur entr aquatique
REC3070,Fitness Instruction Leadership Principles,Fit Instrc Ldrshp Prin,Leadeurship en conditionnement physique,Leadeur conditionn phy
SCN0968,Physics 1,Physics 1,Physique 1,Physique 1
SCN0210,Science 20,Science 20,Sciences 20,Sciences 20
SCN0981,Animal Science 1,Animal Science 1,Sciences animales 1,Sciences animales 1
SCN1800,Agriculture 10,Agriculture 10,Agriculture 10,Agriculture 10
SCN3071,Science 30 Pilot,Science 30 Pilot,Sciences 30 (pilotage),Sciences 30 (pilotage)
SCN3066,Physics 30,Physics 30,Physique 30,Physique 30
SCN3960,Physics 30,Physics 30,Physique 30,Physique 30
SCN3065,Physics 30 (Fr) Old,Physics 30 (Fr) Old,Physique 30 (Fr) Old,Physique 30 (fr)(ancien)
SCN8570,Environmnt & Outdoor Ed 8,Environmnt & Outdoor Ed 8,Environ. et plein air 8,Environ. et plein air 8
SCN8530,Science 8B,Science 8B,Sciences 8B,Sciences 8B
SSN3175,Cultural and Physical Anthropology 30,Cult & Phy Anthro 30,Anthropo. cult./phys. 30,Anthropo. cult./phys. 30
SST3150,Social Studies 30,Social Studies 30,Études Sociales 30,Etudes sociales 30
SST7540,Social Studies 7B,Social Studies 7B,Etudes sociales 7B,Etudes sociales 7B
SST3773,Social Studies 30-1 Fr,Social Studies 30-1 Fr,Etudes Sociales 30-1 Fr,Etudes sociales 30-1 fr
SUM1008,Electro-Technologies Introductory,Electro-Tech. Intro.,Electrotech intro.,Electrotech intro.
SUM1002,Career Transitions Introductory,Career Transitions Intro.,Adapt au travail intr.,Adapt au travail intr.
SUM1018,Logistics Introductory,Logistics Intro.,Logistique intro.,Logistique intro.
SUM1012,Fashion Studies Introductory,Fashion Studies Intro.,Mode intr.,Mode intr.
TOU2090,Tourism Interpretation 1,Tourism Interpretation 1,Interpretation 1,Interpretation 1
TOU2050,Meetings & Conferences,Meetings & Conferences,Réunions et congrès,Reunions et congres
UKR1355,Ukrainian 10,Ukrainian 10,Ukrainien lang. sec. 10,Ukrainien lang. sec. 10
WDA3423,Mild Steel Welds,Mild Steel Welds,Soudures sur acier doux,Soud sur acier doux
AEA3415,Electrical Fundamentals,Electrical Fundamentals,Électricité - Éléments de base,Electricite - Base
AEA3435,Hydraulic Fundamentals,Hydraulic Fundamentals,Hydraulique - Éléments de base,Hydraulique - Base
AGR3070,Equine 2,Equine 2,Élevage des chevaux 2,Elevage des chevaux 2
BKA3415,Raised Goods Theory 2,Raised Goods Theory 2,Pâtes levées - Théorie 2,Pates levees Theo 2
BUS2566,Dictatyping 20,Dictatyping 20,Audiotypie 20,Audiotypie 20
BUS2565,Typewriting 20,Typewriting 20,Dactylographie 20,Dactylographie 20
CKA3540,Value-added Products,Value-added Products,Tendances alimentaires,Tendances alimentaires
COM2145,Animation 2,Animation 2,Animation 2,Animation 2
COM2080,Printing Applications 1,Printing Applications 1,Impression/applications 1,Impression/applications 1
COM2235,Photography - Lenses,Photography - Lenses,Photographie - Lentilles,Photo - Lentilles
COM3020,Media Design & Analysis 2,Media Design & Analysis 2,Medias/concept/analyse 2,Medias/concept/analyse 2
COM3155,Design - Advertising Campaigns,Design-Advert Campaign,Conception - Campagnes publicitaires,Concept.-Campagne pub.
